league,seasons,league_rank,squad,player,goals,team_total,league_total,goals_rank
Bundesliga,2019-2020,2,Dortmund,Mahmoud Dahoud,0,84,982,22
Bundesliga,2019-2020,2,Dortmund,Manuel Akanji,0,84,982,23
Bundesliga,2019-2020,2,Dortmund,Mateu Morey,0,84,982,24
Bundesliga,2019-2020,2,Dortmund,Thomas Delaney,0,84,982,25
Bundesliga,2019-2020,2,Dortmund,Tobias Raschl,0,84,982,26
Bundesliga,2019-2020,2,Dortmund,Marwin Hitz,0,84,982,27
Bundesliga,2019-2020,3,RB Leipzig,Timo Werner,28,81,982,1
Bundesliga,2019-2020,3,RB Leipzig,Patrik Schick,10,81,982,2
Bundesliga,2019-2020,3,RB Leipzig,Marcel Sabitzer,9,81,982,3
Bundesliga,2019-2020,3,RB Leipzig,Yussuf Poulsen,5,81,982,4
Bundesliga,2019-2020,3,RB Leipzig,Emil Forsberg,5,81,982,5
Bundesliga,2019-2020,3,RB Leipzig,Christopher Nkunku,5,81,982,6
Bundesliga,2019-2020,3,RB Leipzig,Nordi Mukiele,3,81,982,7
Bundesliga,2019-2020,3,RB Leipzig,Marcel Halstenberg,3,81,982,8
Bundesliga,2019-2020,3,RB Leipzig,Lukas Klostermann,3,81,982,9
Bundesliga,2019-2020,3,RB Leipzig,Dani Olmo,3,81,982,10
Bundesliga,2019-2020,3,RB Leipzig,Konrad Laimer,2,81,982,11
Bundesliga,2019-2020,3,RB Leipzig,Kevin Kampl,2,81,982,12
Bundesliga,2019-2020,3,RB Leipzig,Marcelo Saracchi,1,81,982,13
Bundesliga,2019-2020,3,RB Leipzig,Willi Orban,1,81,982,14
Bundesliga,2019-2020,3,RB Leipzig,AngeliÃ±o,1,81,982,15
Bundesliga,2019-2020,3,RB Leipzig,Ibrahima KonatÃ©,0,81,982,16
Bundesliga,2019-2020,3,RB Leipzig,Diego Demme,0,81,982,17
Bundesliga,2019-2020,3,RB Leipzig,Ademola Lookman,0,81,982,18
Bundesliga,2019-2020,3,RB Leipzig,Amadou Haidara,0,81,982,19
Bundesliga,2019-2020,3,RB Leipzig,PÃ©ter GulÃ¡csi,0,81,982,20
Bundesliga,2019-2020,3,RB Leipzig,Dennis Borkowski,0,81,982,21
Bundesliga,2019-2020,3,RB Leipzig,Yvon Mvogo,0,81,982,22
Bundesliga,2019-2020,3,RB Leipzig,Ethan Ampadu,0,81,982,23
Bundesliga,2019-2020,3,RB Leipzig,Hannes Wolf,0,81,982,24
Bundesliga,2019-2020,3,RB Leipzig,Matheus Cunha,0,81,982,25
Bundesliga,2019-2020,3,RB Leipzig,Stefan Ilsanker,0,81,982,26
Bundesliga,2019-2020,3,RB Leipzig,Tom KrauÃŸ,0,81,982,27
Bundesliga,2019-2020,3,RB Leipzig,Tyler Adams,0,81,982,28
Bundesliga,2019-2020,3,RB Leipzig,Dayot Upamecano,0,81,982,29
Bundesliga,2019-2020,4,M'Gladbach,Alassane PlÃ©a,10,66,982,1
Bundesliga,2019-2020,4,M'Gladbach,Marcus Thuram,10,66,982,2
Bundesliga,2019-2020,4,M'Gladbach,Lars Stindl,9,66,982,3
Bundesliga,2019-2020,4,M'Gladbach,Breel Embolo,8,66,982,4
Bundesliga,2019-2020,4,M'Gladbach,Patrick Herrmann,6,66,982,5
Bundesliga,2019-2020,4,M'Gladbach,Ramy Bensebaini,5,66,982,6
Bundesliga,2019-2020,4,M'Gladbach,Jonas Hofmann,5,66,982,7
Bundesliga,2019-2020,4,M'Gladbach,Florian Neuhaus,4,66,982,8
Bundesliga,2019-2020,4,M'Gladbach,Oscar Wendt,2,66,982,9
Bundesliga,2019-2020,4,M'Gladbach,Denis Zakaria,2,66,982,10
Bundesliga,2019-2020,4,M'Gladbach,Matthias Ginter,1,66,982,11
Bundesliga,2019-2020,4,M'Gladbach,Nico Elvedi,1,66,982,12
Bundesliga,2019-2020,4,M'Gladbach,Stefan Lainer,1,66,982,13
Bundesliga,2019-2020,4,M'Gladbach,Jordan Beyer,0,66,982,14
Bundesliga,2019-2020,4,M'Gladbach,Fabian Johnson,0,66,982,15
Bundesliga,2019-2020,4,M'Gladbach,Christoph Kramer,0,66,982,16
Bundesliga,2019-2020,4,M'Gladbach,Torben MÃ¼sel,0,66,982,17
Bundesliga,2019-2020,4,M'Gladbach,Tony Jantschke,0,66,982,18
Bundesliga,2019-2020,4,M'Gladbach,Tobias Strobl,0,66,982,19
Bundesliga,2019-2020,4,M'Gladbach,Ibrahima TraorÃ©,0,66,982,20
Bundesliga,2019-2020,4,M'Gladbach,Raffael,0,66,982,21
Bundesliga,2019-2020,4,M'Gladbach,Mamadou DoucourÃ©,0,66,982,22
Bundesliga,2019-2020,4,M'Gladbach,LÃ¡szlÃ³ BÃ©nes,0,66,982,23
Bundesliga,2019-2020,4,M'Gladbach,Keanan Bennetts,0,66,982,24
Bundesliga,2019-2020,4,M'Gladbach,Yann Sommer,0,66,982,25
Bundesliga,2019-2020,5,Leverkusen,Kai Havertz,12,61,982,1
Bundesliga,2019-2020,5,Leverkusen,Kevin Volland,10,61,982,2
Bundesliga,2019-2020,5,Leverkusen,Lucas Alario,7,61,982,3
Bundesliga,2019-2020,5,Leverkusen,Leon Bailey,5,61,982,4
Bundesliga,2019-2020,5,Leverkusen,Moussa Diaby,5,61,982,5
Bundesliga,2019-2020,5,Leverkusen,Karim Bellarabi,4,61,982,6
Bundesliga,2019-2020,5,Leverkusen,Paulinho,3,61,982,7
Bundesliga,2019-2020,5,Leverkusen,Julian Baumgartlinger,2,61,982,8
Bundesliga,2019-2020,5,Leverkusen,Sven Bender,2,61,982,9
EPL,2017-2018,5,Chelsea,Eden Hazard,12,62,1018,1
Bundesliga,2019-2020,5,Leverkusen,Lars Bender,2,61,982,10
Bundesliga,2019-2020,5,Leverkusen,Charles ArÃ¡nguiz,1,61,982,11
Bundesliga,2019-2020,5,Leverkusen,Florian Wirtz,1,61,982,12
Bundesliga,2019-2020,5,Leverkusen,Kerem Demirbay,1,61,982,13
Bundesliga,2019-2020,5,Leverkusen,Mitchell Weiser,1,61,982,14
Bundesliga,2019-2020,5,Leverkusen,Nadiem Amiri,1,61,982,15
Bundesliga,2019-2020,5,Leverkusen,Panagiotis Retsos,0,61,982,16
Bundesliga,2019-2020,5,Leverkusen,Wendell,0,61,982,17
Bundesliga,2019-2020,5,Leverkusen,LukÃ¡Å¡ HrÃ¡deckÃ½,0,61,982,18
Bundesliga,2019-2020,5,Leverkusen,Jonathan Tah,0,61,982,19
Bundesliga,2019-2020,5,Leverkusen,Joel Pohjanpalo,0,61,982,20
Bundesliga,2019-2020,5,Leverkusen,Exequiel Palacios,0,61,982,21
Bundesliga,2019-2020,5,Leverkusen,Edmond Tapsoba,0,61,982,22
Bundesliga,2019-2020,5,Leverkusen,Daley Sinkgraven,0,61,982,23
Bundesliga,2019-2020,5,Leverkusen,Aleksandar DragoviÄ‡,0,61,982,24
Bundesliga,2019-2020,6,Hoffenheim,Andrej KramariÄ‡,12,53,982,1
Bundesliga,2019-2020,6,Hoffenheim,Christoph Baumgartner,7,53,982,2
Bundesliga,2019-2020,6,Hoffenheim,Ihlas Bebou,6,53,982,3
Bundesliga,2019-2020,6,Hoffenheim,Sargis Adamyan,5,53,982,4
Bundesliga,2019-2020,6,Hoffenheim,Robert Skov,4,53,982,5
Bundesliga,2019-2020,6,Hoffenheim,Moanes Dabbur,4,53,982,6
Bundesliga,2019-2020,6,Hoffenheim,JÃ¼rgen Locadia,4,53,982,7
Bundesliga,2019-2020,6,Hoffenheim,Steven Zuber,2,53,982,8
Bundesliga,2019-2020,6,Hoffenheim,Pavel KadeÅ™Ã¡bek,2,53,982,9
Bundesliga,2019-2020,6,Hoffenheim,Ermin BiÄakÄiÄ‡,2,53,982,10
Bundesliga,2019-2020,6,Hoffenheim,Benjamin HÃ¼bner,1,53,982,11
Bundesliga,2019-2020,6,Hoffenheim,Sebastian Rudy,1,53,982,12
Bundesliga,2019-2020,6,Hoffenheim,Lucas Ribeiro,1,53,982,13
Bundesliga,2019-2020,6,Hoffenheim,Kostas Stafylidis,1,53,982,14
Bundesliga,2019-2020,6,Hoffenheim,Philipp Pentke,0,53,982,15
Bundesliga,2019-2020,6,Hoffenheim,Florian Grillitsch,0,53,982,16
Bundesliga,2019-2020,6,Hoffenheim,Vincenzo Grifo,0,53,982,17
Bundesliga,2019-2020,6,Hoffenheim,Stefan Posch,0,53,982,18
Bundesliga,2019-2020,6,Hoffenheim,Diadie SamassÃ©kou,0,53,982,19
Bundesliga,2019-2020,6,Hoffenheim,HÃ¥vard Nordtveit,0,53,982,20
Bundesliga,2019-2020,6,Hoffenheim,Ilay Elmkies,0,53,982,21
Bundesliga,2019-2020,6,Hoffenheim,Ishak Belfodil,0,53,982,22
Bundesliga,2019-2020,6,Hoffenheim,Jacob Bruun Larsen,0,53,982,23
Bundesliga,2019-2020,6,Hoffenheim,Kevin Akpoguma,0,53,982,24
Bundesliga,2019-2020,6,Hoffenheim,Leonardo Bittencourt,0,53,982,25
Bundesliga,2019-2020,6,Hoffenheim,Lukas Rupp,0,53,982,26
Bundesliga,2019-2020,6,Hoffenheim,Maximilian Beier,0,53,982,27
Bundesliga,2019-2020,6,Hoffenheim,Melayro Bogarde,0,53,982,28
Bundesliga,2019-2020,6,Hoffenheim,Dennis Geiger,0,53,982,29
Bundesliga,2019-2020,6,Hoffenheim,Oliver Baumann,0,53,982,30
Bundesliga,2019-2020,6,Hoffenheim,Kevin Vogt,0,53,982,31
Bundesliga,2020-2021,1,Bayern Munich,Robert Lewandowski,41,99,928,1
Bundesliga,2020-2021,1,Bayern Munich,Thomas MÃ¼ller,11,99,928,2
Bundesliga,2020-2021,1,Bayern Munich,Serge Gnabry,10,99,928,3
Bundesliga,2020-2021,1,Bayern Munich,Leroy SanÃ©,6,99,928,4
Bundesliga,2020-2021,1,Bayern Munich,Jamal Musiala,6,99,928,5
Bundesliga,2020-2021,1,Bayern Munich,Kingsley Coman,5,99,928,6
Bundesliga,2020-2021,1,Bayern Munich,Leon Goretzka,5,99,928,7
Bundesliga,2020-2021,1,Bayern Munich,Joshua Kimmich,4,99,928,8
Bundesliga,2020-2021,1,Bayern Munich,Eric Maxim Choupo-Moting,3,99,928,9
Bundesliga,2020-2021,1,Bayern Munich,David Alaba,2,99,928,10
Bundesliga,2020-2021,1,Bayern Munich,Niklas SÃ¼le,1,99,928,11
Bundesliga,2020-2021,1,Bayern Munich,JÃ©rÃ´me Boateng,1,99,928,12
Bundesliga,2020-2021,1,Bayern Munich,Alphonso Davies,1,99,928,13
Bundesliga,2020-2021,1,Bayern Munich,Corentin Tolisso,1,99,928,14
Bundesliga,2020-2021,1,Bayern Munich,Douglas Costa,1,99,928,15
Bundesliga,2020-2021,1,Bayern Munich,Joshua Zirkzee,0,99,928,16
Bundesliga,2020-2021,1,Bayern Munich,Alexander NÃ¼bel,0,99,928,17
Bundesliga,2020-2021,1,Bayern Munich,Benjamin Pavard,0,99,928,18
Bundesliga,2020-2021,1,Bayern Munich,Bouna Sarr,0,99,928,19
Bundesliga,2020-2021,1,Bayern Munich,Chris Richards,0,99,928,20
Bundesliga,2020-2021,1,Bayern Munich,Tiago Dantas,0,99,928,21
Bundesliga,2020-2021,1,Bayern Munich,Javi MartÃ­nez,0,99,928,22
Bundesliga,2020-2021,1,Bayern Munich,Josip StaniÅ¡iÄ‡,0,99,928,23
Bundesliga,2020-2021,1,Bayern Munich,Lucas HernÃ¡ndez,0,99,928,24
Bundesliga,2020-2021,1,Bayern Munich,Manuel Neuer,0,99,928,25
Bundesliga,2020-2021,1,Bayern Munich,Marc Roca,0,99,928,26
Bundesliga,2020-2021,1,Bayern Munich,MickaÃ«l Cuisance,0,99,928,27
Bundesliga,2020-2021,1,Bayern Munich,Tanguy Nianzou,0,99,928,28
Bundesliga,2020-2021,1,Bayern Munich,Christopher Scott,0,99,928,29
Bundesliga,2020-2021,2,RB Leipzig,Marcel Sabitzer,8,60,928,1
Bundesliga,2020-2021,2,RB Leipzig,Emil Forsberg,7,60,928,2
Bundesliga,2020-2021,2,RB Leipzig,Christopher Nkunku,6,60,928,3
Bundesliga,2020-2021,2,RB Leipzig,Yussuf Poulsen,5,60,928,4
Bundesliga,2020-2021,2,RB Leipzig,Dani Olmo,5,60,928,5
Bundesliga,2020-2021,2,RB Leipzig,Alexander SÃ¸rloth,5,60,928,6
Bundesliga,2020-2021,2,RB Leipzig,AngeliÃ±o,4,60,928,7
Bundesliga,2020-2021,2,RB Leipzig,Willi Orban,4,60,928,8
Bundesliga,2020-2021,2,RB Leipzig,Justin Kluivert,3,60,928,9
Bundesliga,2020-2021,2,RB Leipzig,Amadou Haidara,3,60,928,10
Bundesliga,2020-2021,2,RB Leipzig,Nordi Mukiele,3,60,928,11
Bundesliga,2020-2021,2,RB Leipzig,Marcel Halstenberg,2,60,928,12
Bundesliga,2020-2021,2,RB Leipzig,Tyler Adams,1,60,928,13
Bundesliga,2020-2021,2,RB Leipzig,Lukas Klostermann,1,60,928,14
Bundesliga,2020-2021,2,RB Leipzig,Dayot Upamecano,1,60,928,15
Bundesliga,2020-2021,2,RB Leipzig,Ibrahima KonatÃ©,1,60,928,16
Bundesliga,2020-2021,2,RB Leipzig,Josep Martinez,0,60,928,17
Bundesliga,2020-2021,2,RB Leipzig,Lazar Samardzic,0,60,928,18
Bundesliga,2020-2021,2,RB Leipzig,Benjamin Henrichs,0,60,928,19
Bundesliga,2020-2021,2,RB Leipzig,Kevin Kampl,0,60,928,20
Bundesliga,2020-2021,2,RB Leipzig,Konrad Laimer,0,60,928,21
Bundesliga,2020-2021,2,RB Leipzig,Joscha Wosz,0,60,928,22
Bundesliga,2020-2021,2,RB Leipzig,Hwang Hee-chan,0,60,928,23
Bundesliga,2020-2021,2,RB Leipzig,Dennis Borkowski,0,60,928,24
Bundesliga,2020-2021,2,RB Leipzig,PÃ©ter GulÃ¡csi,0,60,928,25
Bundesliga,2020-2021,3,Dortmund,Erling Haaland,27,75,928,1
Bundesliga,2020-2021,3,Dortmund,Marco Reus,8,75,928,2
Bundesliga,2020-2021,3,Dortmund,Jadon Sancho,8,75,928,3
Bundesliga,2020-2021,3,Dortmund,Mats Hummels,5,75,928,4
Bundesliga,2020-2021,3,Dortmund,RaphaÃ«l Guerreiro,5,75,928,5
Bundesliga,2020-2021,3,Dortmund,Gio Reyna,4,75,928,6
Bundesliga,2020-2021,3,Dortmund,Youssoufa Moukoko,3,75,928,7
Bundesliga,2020-2021,3,Dortmund,Julian Brandt,3,75,928,8
Bundesliga,2020-2021,3,Dortmund,Manuel Akanji,2,75,928,9
Bundesliga,2020-2021,3,Dortmund,Thomas Delaney,1,75,928,10
Bundesliga,2020-2021,3,Dortmund,Thorgan Hazard,1,75,928,11
Bundesliga,2020-2021,3,Dortmund,Reinier,1,75,928,12
Bundesliga,2020-2021,3,Dortmund,Thomas Meunier,1,75,928,13
Bundesliga,2020-2021,3,Dortmund,Jude Bellingham,1,75,928,14
Bundesliga,2020-2021,3,Dortmund,Felix Passlack,1,75,928,15
Bundesliga,2020-2021,3,Dortmund,Emre Can,1,75,928,16
Bundesliga,2020-2021,3,Dortmund,Ansgar Knauff,1,75,928,17
Bundesliga,2020-2021,3,Dortmund,Mahmoud Dahoud,1,75,928,18
Bundesliga,2020-2021,3,Dortmund,Dan-Axel Zagadou,0,75,928,19
Bundesliga,2020-2021,3,Dortmund,Axel Witsel,0,75,928,20
Bundesliga,2020-2021,3,Dortmund,Marwin Hitz,0,75,928,21
Bundesliga,2020-2021,3,Dortmund,Mateu Morey,0,75,928,22
Bundesliga,2020-2021,3,Dortmund,Nico Schulz,0,75,928,23
Bundesliga,2020-2021,3,Dortmund,Roman BÃ¼rki,0,75,928,24
Bundesliga,2020-2021,3,Dortmund,Steffen Tigges,0,75,928,25
Bundesliga,2020-2021,3,Dortmund,Åukasz Piszczek,0,75,928,26
Bundesliga,2020-2021,4,Wolfsburg,Wout Weghorst,20,61,928,1
Bundesliga,2020-2021,4,Wolfsburg,Josip Brekalo,7,61,928,2
Bundesliga,2020-2021,4,Wolfsburg,Ridle Baku,6,61,928,3
Bundesliga,2020-2021,4,Wolfsburg,Maximilian Philipp,6,61,928,4
Bundesliga,2020-2021,4,Wolfsburg,Renato Steffen,5,61,928,5
Bundesliga,2020-2021,4,Wolfsburg,Maximilian Arnold,3,61,928,6
Bundesliga,2020-2021,4,Wolfsburg,Bartosz Bialek,2,61,928,7
Bundesliga,2020-2021,4,Wolfsburg,Yannick Gerhardt,2,61,928,8
Bundesliga,2020-2021,4,Wolfsburg,Xaver Schlager,2,61,928,9
Bundesliga,2020-2021,4,Wolfsburg,John Brooks,2,61,928,10
Bundesliga,2020-2021,4,Wolfsburg,Maxence Lacroix,1,61,928,11
Bundesliga,2020-2021,4,Wolfsburg,JoÃ£o Victor Santos SÃ¡,1,61,928,12
Bundesliga,2020-2021,4,Wolfsburg,Daniel Ginczek,0,61,928,13
Bundesliga,2020-2021,4,Wolfsburg,Pavao Pervan,0,61,928,14
Bundesliga,2020-2021,4,Wolfsburg,Admir Mehmedi,0,61,928,15
Bundesliga,2020-2021,4,Wolfsburg,Felix Klaus,0,61,928,16
Bundesliga,2020-2021,4,Wolfsburg,JÃ©rÃ´me Roussillon,0,61,928,17
Bundesliga,2020-2021,4,Wolfsburg,Josuha Guilavogui,0,61,928,18
Bundesliga,2020-2021,4,Wolfsburg,Kevin Mbabu,0,61,928,19
Bundesliga,2020-2021,4,Wolfsburg,Marin PongraÄiÄ‡,0,61,928,20
Bundesliga,2020-2021,4,Wolfsburg,Omar Marmoush,0,61,928,21
Bundesliga,2020-2021,4,Wolfsburg,Paulo OtÃ¡vio,0,61,928,22
Bundesliga,2020-2021,4,Wolfsburg,Tim Siersleben,0,61,928,23
Bundesliga,2020-2021,4,Wolfsburg,Yunus MallÄ±,0,61,928,24
Bundesliga,2020-2021,4,Wolfsburg,William,0,61,928,25
Bundesliga,2020-2021,4,Wolfsburg,Koen Casteels,0,61,928,26
Bundesliga,2020-2021,5,Eint Frankfurt,AndrÃ© Silva,28,69,928,1
Bundesliga,2020-2021,5,Eint Frankfurt,Daichi Kamada,5,69,928,2
Bundesliga,2020-2021,5,Eint Frankfurt,Luka JoviÄ‡,4,69,928,3
Bundesliga,2020-2021,5,Eint Frankfurt,Filip KostiÄ‡,4,69,928,4
Bundesliga,2020-2021,5,Eint Frankfurt,Bas Dost,4,69,928,5
Bundesliga,2020-2021,5,Eint Frankfurt,Obite N'Dicka,3,69,928,6
Bundesliga,2020-2021,5,Eint Frankfurt,Amin Younes,3,69,928,7
Bundesliga,2020-2021,5,Eint Frankfurt,Martin Hinteregger,2,69,928,8
Bundesliga,2020-2021,5,Eint Frankfurt,Aymen Barkok,2,69,928,9
Bundesliga,2020-2021,5,Eint Frankfurt,Timothy Chandler,1,69,928,10
Bundesliga,2020-2021,5,Eint Frankfurt,Stefan Ilsanker,1,69,928,11
Bundesliga,2020-2021,5,Eint Frankfurt,Erik Durm,1,69,928,12
Bundesliga,2020-2021,5,Eint Frankfurt,David Abraham,1,69,928,13
Bundesliga,2020-2021,5,Eint Frankfurt,Almamy TourÃ©,1,69,928,14
Bundesliga,2020-2021,5,Eint Frankfurt,Ajdin Hrustic,1,69,928,15
Bundesliga,2020-2021,5,Eint Frankfurt,Ragnar Ache,1,69,928,16
Bundesliga,2020-2021,5,Eint Frankfurt,Sebastian Rode,1,69,928,17
Bundesliga,2020-2021,5,Eint Frankfurt,Tuta,0,69,928,18
Bundesliga,2020-2021,5,Eint Frankfurt,Steven Zuber,0,69,928,19
Bundesliga,2020-2021,5,Eint Frankfurt,Makoto Hasebe,0,69,928,20
Bundesliga,2020-2021,5,Eint Frankfurt,Kevin Trapp,0,69,928,21
Bundesliga,2020-2021,5,Eint Frankfurt,Elias BÃ¶rdner,0,69,928,22
Bundesliga,2020-2021,5,Eint Frankfurt,Dominik Kohr,0,69,928,23
Bundesliga,2020-2021,5,Eint Frankfurt,Djibril Sow,0,69,928,24
Bundesliga,2020-2021,5,Eint Frankfurt,Danny da Costa,0,69,928,25
Bundesliga,2020-2021,6,Leverkusen,Lucas Alario,11,53,928,1
Bundesliga,2020-2021,6,Leverkusen,Patrik Schick,9,53,928,2
Bundesliga,2020-2021,6,Leverkusen,Leon Bailey,9,53,928,3
Bundesliga,2020-2021,6,Leverkusen,Florian Wirtz,5,53,928,4
Bundesliga,2020-2021,6,Leverkusen,Moussa Diaby,4,53,928,5
Bundesliga,2020-2021,6,Leverkusen,Kerem Demirbay,4,53,928,6
Bundesliga,2020-2021,6,Leverkusen,Nadiem Amiri,2,53,928,7
Bundesliga,2020-2021,6,Leverkusen,Julian Baumgartlinger,2,53,928,8
Bundesliga,2020-2021,6,Leverkusen,Mitchell Weiser,1,53,928,9
Bundesliga,2020-2021,6,Leverkusen,Lars Bender,1,53,928,10
Bundesliga,2020-2021,6,Leverkusen,Jonathan Tah,1,53,928,11
Bundesliga,2020-2021,6,Leverkusen,Edmond Tapsoba,1,53,928,12
Bundesliga,2020-2021,6,Leverkusen,Demarai Gray,1,53,928,13
Bundesliga,2020-2021,6,Leverkusen,Aleksandar DragoviÄ‡,1,53,928,14
Bundesliga,2020-2021,6,Leverkusen,Daley Sinkgraven,0,53,928,15
Bundesliga,2020-2021,6,Leverkusen,LukÃ¡Å¡ HrÃ¡deckÃ½,0,53,928,16
Bundesliga,2020-2021,6,Leverkusen,Wendell,0,53,928,17
Bundesliga,2020-2021,6,Leverkusen,Exequiel Palacios,0,53,928,18
Bundesliga,2020-2021,6,Leverkusen,Charles ArÃ¡nguiz,0,53,928,19
Bundesliga,2020-2021,6,Leverkusen,Emrehan Gedikli,0,53,928,20
Bundesliga,2020-2021,6,Leverkusen,Jeremie Frimpong,0,53,928,21
Bundesliga,2020-2021,6,Leverkusen,Joel Pohjanpalo,0,53,928,22
Bundesliga,2020-2021,6,Leverkusen,Lennart Grill,0,53,928,23
Bundesliga,2020-2021,6,Leverkusen,Niklas Lomb,0,53,928,24
Bundesliga,2020-2021,6,Leverkusen,Paulinho,0,53,928,25
Bundesliga,2020-2021,6,Leverkusen,Santiago Arias,0,53,928,26
Bundesliga,2020-2021,6,Leverkusen,Sven Bender,0,53,928,27
Bundesliga,2020-2021,6,Leverkusen,Timothy Fosu-Mensah,0,53,928,28
EPL,2020-2021,3,Liverpool,AdriÃ¡n,0,68,1024,27
Bundesliga,2020-2021,6,Leverkusen,Tin Jedvaj,0,53,928,29
Bundesliga,2020-2021,6,Leverkusen,Karim Bellarabi,0,53,928,30
Bundesliga,2021-2022,1,Bayern Munich,Robert Lewandowski,35,97,954,1
Bundesliga,2021-2022,1,Bayern Munich,Serge Gnabry,14,97,954,2
Bundesliga,2021-2022,1,Bayern Munich,Thomas MÃ¼ller,8,97,954,3
Bundesliga,2021-2022,1,Bayern Munich,Leroy SanÃ©,7,97,954,4
Bundesliga,2021-2022,1,Bayern Munich,Kingsley Coman,6,97,954,5
Bundesliga,2021-2022,1,Bayern Munich,Jamal Musiala,5,97,954,6
Bundesliga,2021-2022,1,Bayern Munich,Eric Maxim Choupo-Moting,4,97,954,7
Bundesliga,2021-2022,1,Bayern Munich,Leon Goretzka,3,97,954,8
Bundesliga,2021-2022,1,Bayern Munich,Joshua Kimmich,3,97,954,9
Bundesliga,2021-2022,1,Bayern Munich,Corentin Tolisso,2,97,954,10
Bundesliga,2021-2022,1,Bayern Munich,Dayot Upamecano,1,97,954,11
Bundesliga,2021-2022,1,Bayern Munich,Josip StaniÅ¡iÄ‡,1,97,954,12
Bundesliga,2021-2022,1,Bayern Munich,Marcel Sabitzer,1,97,954,13
Bundesliga,2021-2022,1,Bayern Munich,Niklas SÃ¼le,1,97,954,14
Bundesliga,2021-2022,1,Bayern Munich,Tanguy Nianzou,1,97,954,15
Bundesliga,2021-2022,1,Bayern Munich,Alphonso Davies,0,97,954,16
Bundesliga,2021-2022,1,Bayern Munich,Benjamin Pavard,0,97,954,17
Bundesliga,2021-2022,1,Bayern Munich,Gabriel Vidovic,0,97,954,18
Bundesliga,2021-2022,1,Bayern Munich,Bouna Sarr,0,97,954,19
Bundesliga,2021-2022,1,Bayern Munich,Christian FrÃ¼chtl,0,97,954,20
Bundesliga,2021-2022,1,Bayern Munich,Chris Richards,0,97,954,21
Bundesliga,2021-2022,1,Bayern Munich,Lucas HernÃ¡ndez,0,97,954,22
Bundesliga,2021-2022,1,Bayern Munich,Paul Wanner,0,97,954,23
Bundesliga,2021-2022,1,Bayern Munich,Omar Richards,0,97,954,24
Bundesliga,2021-2022,1,Bayern Munich,MickaÃ«l Cuisance,0,97,954,25
Bundesliga,2021-2022,1,Bayern Munich,Lucas Copado,0,97,954,26
Bundesliga,2021-2022,1,Bayern Munich,Marc Roca,0,97,954,27
Bundesliga,2021-2022,1,Bayern Munich,Manuel Neuer,0,97,954,28
Bundesliga,2021-2022,1,Bayern Munich,Malik Tillman,0,97,954,29
Bundesliga,2021-2022,1,Bayern Munich,Sven Ulreich,0,97,954,30
Bundesliga,2021-2022,2,Dortmund,Erling Haaland,22,85,954,1
Bundesliga,2021-2022,2,Dortmund,Marco Reus,9,85,954,2
Bundesliga,2021-2022,2,Dortmund,Julian Brandt,9,85,954,3
Bundesliga,2021-2022,2,Dortmund,Emre Can,5,85,954,4
Bundesliga,2021-2022,2,Dortmund,Donyell Malen,5,85,954,5
Bundesliga,2021-2022,2,Dortmund,Thorgan Hazard,4,85,954,6
Bundesliga,2021-2022,2,Dortmund,RaphaÃ«l Guerreiro,4,85,954,7
Bundesliga,2021-2022,2,Dortmund,Steffen Tigges,3,85,954,8
Bundesliga,2021-2022,2,Dortmund,Marius Wolf,3,85,954,9
Bundesliga,2021-2022,2,Dortmund,Jude Bellingham,3,85,954,10
Bundesliga,2021-2022,2,Dortmund,Gio Reyna,2,85,954,11
Bundesliga,2021-2022,2,Dortmund,Youssoufa Moukoko,2,85,954,12
Bundesliga,2021-2022,2,Dortmund,Thomas Meunier,2,85,954,13
Bundesliga,2021-2022,2,Dortmund,Mahmoud Dahoud,2,85,954,14
Bundesliga,2021-2022,2,Dortmund,Axel Witsel,2,85,954,15
Bundesliga,2021-2022,2,Dortmund,Felix Passlack,1,85,954,16
Bundesliga,2021-2022,2,Dortmund,Manuel Akanji,1,85,954,17
Bundesliga,2021-2022,2,Dortmund,Mats Hummels,1,85,954,18
Bundesliga,2021-2022,2,Dortmund,Tom Rothe,1,85,954,19
Bundesliga,2021-2022,2,Dortmund,Lennard Maloney,0,85,954,20
Bundesliga,2021-2022,2,Dortmund,Antonios Papadopoulos,0,85,954,21
Bundesliga,2021-2022,2,Dortmund,Marin PongraÄiÄ‡,0,85,954,22
Bundesliga,2021-2022,2,Dortmund,Ansgar Knauff,0,85,954,23
Bundesliga,2021-2022,2,Dortmund,Thomas Delaney,0,85,954,24
Bundesliga,2021-2022,2,Dortmund,Dan-Axel Zagadou,0,85,954,25
Bundesliga,2021-2022,2,Dortmund,Gregor Kobel,0,85,954,26
Bundesliga,2021-2022,2,Dortmund,Immanuel Pherai,0,85,954,27
Bundesliga,2021-2022,2,Dortmund,Jamie Bynoe-Gittens,0,85,954,28
Bundesliga,2021-2022,2,Dortmund,Lion SemiÄ‡,0,85,954,29
Bundesliga,2021-2022,2,Dortmund,Marwin Hitz,0,85,954,30
Bundesliga,2021-2022,2,Dortmund,Nico Schulz,0,85,954,31
Bundesliga,2021-2022,2,Dortmund,Reinier,0,85,954,32
Bundesliga,2021-2022,2,Dortmund,Roman BÃ¼rki,0,85,954,33
Bundesliga,2021-2022,3,Leverkusen,Patrik Schick,24,80,954,1
Bundesliga,2021-2022,3,Leverkusen,Moussa Diaby,13,80,954,2
