Player,Squad,MP,Starts,Min,90s,Goals,Seasons,League
Éder Álvarez Balanta,be Club Brugge,4,3,237,2.6,0,2020-2021,UEFA
Edson Álvarez,nl Ajax,4,1,125,1.4,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Jordan Amavi,fr Marseille,5,5,450,5.0,0,2020-2021,UEFA
Mikkel Andersen,dk Midtjylland,2,2,180,2.0,0,2020-2021,UEFA
Felipe Anderson,pt Porto,1,1,62,0.7,0,2020-2021,UEFA
Mikael Anderson,dk Midtjylland,5,1,169,1.9,0,2020-2021,UEFA
Joel Andersson,dk Midtjylland,5,4,398,4.4,0,2020-2021,UEFA
Oleksandr Andriyevskyi,ua Dynamo Kyiv,3,1,123,1.4,0,2020-2021,UEFA
Angeliño,de RB Leipzig,7,7,626,7.0,3,2020-2021,UEFA
Faustino Anjorin,eng Chelsea,1,1,79,0.9,0,2020-2021,UEFA
Marcos Antônio,ua Shakhtar,4,3,245,2.7,0,2020-2021,UEFA
Antony,nl Ajax,4,4,358,4.0,1,2020-2021,UEFA
Youssef El-Arabi,gr Olympiacos,5,5,424,4.7,0,2020-2021,UEFA
Ronald Araújo,es Barcelona,3,2,147,1.6,0,2020-2021,UEFA
Ari,ru Krasnodar,2,0,25,0.3,0,2020-2021,UEFA
Bright Arrey-Mbi,de Bayern Munich,1,1,60,0.7,0,2020-2021,UEFA
Sergio Arribas,es Real Madrid,2,0,32,0.4,0,2020-2021,UEFA
Kepa Arrizabalaga,eng Chelsea,1,1,90,1.0,0,2020-2021,UEFA
Marco Asensio,es Real Madrid,11,7,619,6.9,2,2020-2021,UEFA
Majeed Ashimeru,at RB Salzburg,2,0,48,0.5,0,2020-2021,UEFA
Sardar Azmoun,ru Zenit,4,3,288,3.2,0,2020-2021,UEFA
César Azpilicueta,eng Chelsea,11,11,962,10.7,0,2020-2021,UEFA
Demba Ba,tr Ba?ak?ehir,6,3,328,3.6,1,2020-2021,UEFA
Ousseynou Ba,gr Olympiacos,3,2,190,2.1,0,2020-2021,UEFA
Youssouph Badji,be Club Brugge,2,0,34,0.4,0,2020-2021,UEFA
Mitchel Bakker,fr Paris S-G,10,3,410,4.6,0,2020-2021,UEFA
Leonardo Balerdi,fr Marseille,3,3,249,2.8,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Tudor B?lu??,ua Dynamo Kyiv,2,0,10,0.1,0,2020-2021,UEFA
Nicolò Barella,it Inter,6,6,527,5.9,0,2020-2021,UEFA
Romário Baró,pt Porto,3,1,67,0.7,0,2020-2021,UEFA
Wílmar Barrios,ru Zenit,6,6,498,5.5,0,2020-2021,UEFA
Alessandro Bastoni,it Inter,6,5,411,4.6,0,2020-2021,UEFA
Roko Baturina,hu Ferencváros,2,0,37,0.4,0,2020-2021,UEFA
Donny van de Beek,eng Manchester Utd,6,3,277,3.1,0,2020-2021,UEFA
Jude Bellingham,de Dortmund,10,8,687,7.6,1,2020-2021,UEFA
Darío Benedetto,fr Marseille,6,3,257,2.9,0,2020-2021,UEFA
László Bénes,de M'Gladbach,2,0,16,0.2,0,2020-2021,UEFA
Ramy Bensebaini,de M'Gladbach,5,5,447,5.0,2,2020-2021,UEFA
Rodrigo Bentancur,it Juventus,7,5,472,5.2,0,2020-2021,UEFA
Karim Benzema,es Real Madrid,10,9,840,9.3,6,2020-2021,UEFA
Marcus Berg,ru Krasnodar,6,6,510,5.7,2,2020-2021,UEFA
Mergim Berisha,at RB Salzburg,6,5,472,5.2,4,2020-2021,UEFA
Federico Bernardeschi,it Juventus,7,1,150,1.7,0,2020-2021,UEFA
Miha Blaži?,hu Ferencváros,6,6,540,6.0,0,2020-2021,UEFA
Daley Blind,nl Ajax,5,5,413,4.6,0,2020-2021,UEFA
Jérôme Boateng,de Bayern Munich,7,6,522,5.8,1,2020-2021,UEFA
Franck Boli,hu Ferencváros,5,0,82,0.9,2,2020-2021,UEFA
Boli Bolingoli-Mbombo,tr Ba?ak?ehir,6,5,373,4.1,0,2020-2021,UEFA
Valerii Bondar,ua Shakhtar,6,6,540,6.0,0,2020-2021,UEFA
Leonardo Bonucci,it Juventus,6,6,495,5.5,0,2020-2021,UEFA
Endre Botka,hu Ferencváros,6,3,265,2.9,0,2020-2021,UEFA
Andreas Bouchalakis,gr Olympiacos,6,5,418,4.6,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Yassine Bounou,es Sevilla,5,5,450,5.0,0,2020-2021,UEFA
Benjamin Bourigeaud,fr Rennes,5,5,368,4.1,0,2020-2021,UEFA
Denys Boyko,ua Dynamo Kyiv,1,1,90,1.0,0,2020-2021,UEFA
Martin Braithwaite,es Barcelona,6,2,233,2.6,3,2020-2021,UEFA
Julian Brandt,de Dortmund,8,2,218,2.4,0,2020-2021,UEFA
Brian Brobbey,nl Ajax,1,1,45,0.5,0,2020-2021,UEFA
Marcelo Brozovi?,it Inter,5,4,372,4.1,0,2020-2021,UEFA
Bruma,gr Olympiacos,2,0,66,0.7,0,2020-2021,UEFA
Gianluigi Buffon,it Juventus,1,1,90,1.0,0,2020-2021,UEFA
Roman Bürki,de Dortmund,4,4,360,4.0,0,2020-2021,UEFA
Heorhiy Bushchan,ua Dynamo Kyiv,4,4,360,4.0,0,2020-2021,UEFA
Sergio Busquets,es Barcelona,6,4,334,3.7,0,2020-2021,UEFA
Vitaliy Buyalskyi,ua Dynamo Kyiv,4,4,344,3.8,0,2020-2021,UEFA
Rémy Cabella,ru Krasnodar,3,3,253,2.8,1,2020-2021,UEFA
Júnior Caiçara,tr Ba?ak?ehir,1,1,29,0.3,0,2020-2021,UEFA
Felipe Caicedo,it Lazio,5,1,136,1.5,1,2020-2021,UEFA
Jens Cajuste,dk Midtjylland,4,4,324,3.6,0,2020-2021,UEFA
Mattia Caldara,it Atalanta,1,0,7,0.1,0,2020-2021,UEFA
Duje ?aleta-Car,fr Marseille,4,4,360,4.0,0,2020-2021,UEFA
Mohamed Camara,gr Olympiacos,4,4,286,3.2,1,2020-2021,UEFA
Mohamed Camara,at RB Salzburg,5,5,410,4.6,0,2020-2021,UEFA
Eduardo Camavinga,fr Rennes,4,4,328,3.6,0,2020-2021,UEFA
Sergio Camello,es Atlético Madrid,1,0,11,0.1,0,2020-2021,UEFA
Emre Can,de Dortmund,6,5,469,5.2,0,2020-2021,UEFA
João Cancelo,eng Manchester City,9,7,605,6.7,1,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Diego Carlos,es Sevilla,8,8,720,8.0,0,2020-2021,UEFA
Yannick Carrasco,es Atlético Madrid,5,5,380,4.2,1,2020-2021,UEFA
Dani Carvajal,es Real Madrid,2,2,166,1.8,0,2020-2021,UEFA
Casemiro,es Real Madrid,10,9,828,9.2,1,2020-2021,UEFA
Danilo Cataldi,it Lazio,4,0,88,1.0,0,2020-2021,UEFA
Edinson Cavani,eng Manchester Utd,4,2,208,2.3,0,2020-2021,UEFA
Murilo Cerqueira,ru Loko Moscow,5,5,450,5.0,0,2020-2021,UEFA
Nacer Chadli,tr Ba?ak?ehir,3,1,117,1.3,0,2020-2021,UEFA
Yevgeni Chernov,ru Krasnodar,5,3,288,3.2,0,2020-2021,UEFA
Giorgio Chiellini,it Juventus,3,3,142,1.6,0,2020-2021,UEFA
Federico Chiesa,it Juventus,8,6,551,6.1,4,2020-2021,UEFA
Ben Chilwell,eng Chelsea,10,9,773,8.6,1,2020-2021,UEFA
Andreas Christensen,eng Chelsea,7,6,592,6.6,0,2020-2021,UEFA
Eldar ?ivi?,hu Ferencváros,1,1,62,0.7,0,2020-2021,UEFA
Viktor Claesson,ru Krasnodar,4,3,289,3.2,0,2020-2021,UEFA
Leighton Clarkson,eng Liverpool,1,1,90,1.0,0,2020-2021,UEFA
Kingsley Coman,de Bayern Munich,7,7,544,6.0,3,2020-2021,UEFA
Francisco Conceição,pt Porto,2,0,9,0.1,0,2020-2021,UEFA
Dion Cools,dk Midtjylland,3,2,207,2.3,0,2020-2021,UEFA
Vedran ?orluka,ru Loko Moscow,5,5,405,4.5,0,2020-2021,UEFA
Jesús Corona,pt Porto,10,9,756,8.4,0,2020-2021,UEFA
Ángel Correa,es Atlético Madrid,8,5,482,5.4,0,2020-2021,UEFA
Joaquín Correa,it Lazio,8,8,664,7.4,3,2020-2021,UEFA
Diogo Costa,pt Porto,1,1,90,1.0,0,2020-2021,UEFA
Douglas Costa,de Bayern Munich,6,2,230,2.6,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Thibaut Courtois,es Real Madrid,12,12,"1,080",12.0,0,2020-2021,UEFA
Philippe Coutinho,es Barcelona,2,2,133,1.5,1,2020-2021,UEFA
Enzo Crivelli,tr Ba?ak?ehir,4,3,244,2.7,0,2020-2021,UEFA
Juan Cuadrado,it Juventus,6,6,549,6.1,0,2020-2021,UEFA
Mickaël Cuisance,fr Marseille,6,2,234,2.6,0,2020-2021,UEFA
Szymon Czy?,it Lazio,1,0,23,0.3,0,2020-2021,UEFA
Danilo D'Ambrosio,it Inter,5,3,309,3.4,0,2020-2021,UEFA
Damien Da Silva,fr Rennes,6,6,519,5.8,0,2020-2021,UEFA
Colin Dagba,fr Paris S-G,5,2,223,2.5,0,2020-2021,UEFA
Mahmoud Dahoud,de Dortmund,6,6,489,5.4,1,2020-2021,UEFA
Patson Daka,at RB Salzburg,4,3,205,2.3,0,2020-2021,UEFA
Danilo,it Juventus,7,6,569,6.3,0,2020-2021,UEFA
Matteo Darmian,it Inter,4,2,167,1.9,1,2020-2021,UEFA
Alphonso Davies,de Bayern Munich,6,3,321,3.6,0,2020-2021,UEFA
Kevin De Bruyne,eng Manchester City,8,8,665,7.4,3,2020-2021,UEFA
Charles De Ketelaere,be Club Brugge,6,5,458,5.1,2,2020-2021,UEFA
Konrad De La Fuente,es Barcelona,2,0,19,0.2,0,2020-2021,UEFA
Romain Del Castillo,fr Rennes,4,1,132,1.5,0,2020-2021,UEFA
Thomas Delaney,de Dortmund,7,5,429,4.8,0,2020-2021,UEFA
Simon Deli,be Club Brugge,4,3,319,3.5,0,2020-2021,UEFA
Moussa Dembélé,es Atlético Madrid,2,0,47,0.5,0,2020-2021,UEFA
Ousmane Dembélé,es Barcelona,6,4,382,4.2,3,2020-2021,UEFA
Merih Demiral,it Juventus,5,3,400,4.4,0,2020-2021,UEFA
Emmanuel Dennis,be Club Brugge,4,4,342,3.8,1,2020-2021,UEFA
Dentinho,ua Shakhtar,4,2,164,1.8,1,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Fabio Depaoli,it Atalanta,1,0,10,0.1,0,2020-2021,UEFA
Sergiño Dest,es Barcelona,7,7,585,6.5,1,2020-2021,UEFA
Ángel Di María,fr Paris S-G,10,8,691,7.7,1,2020-2021,UEFA
Abdou Diallo,fr Paris S-G,8,6,508,5.6,0,2020-2021,UEFA
Amad Diallo,it Atalanta,1,0,23,0.3,0,2020-2021,UEFA
Rúben Dias,eng Manchester City,11,11,969,10.8,0,2020-2021,UEFA
Krépin Diatta,be Club Brugge,5,5,412,4.6,0,2020-2021,UEFA
Luis Díaz,pt Porto,9,4,452,5.0,2,2020-2021,UEFA
Dénes Dibusz,hu Ferencváros,6,6,540,6.0,0,2020-2021,UEFA
Berat Djimsiti,it Atalanta,8,8,720,8.0,0,2020-2021,UEFA
Dodô,ua Shakhtar,6,6,540,6.0,0,2020-2021,UEFA
Jeremy Doku,fr Rennes,6,4,401,4.5,0,2020-2021,UEFA
Thomas Doyle,eng Manchester City,1,0,5,0.1,0,2020-2021,UEFA
Mohamed Dräger,gr Olympiacos,1,1,65,0.7,0,2020-2021,UEFA
Radu Dr?gu?in,it Juventus,1,0,22,0.2,0,2020-2021,UEFA
Julian Draxler,fr Paris S-G,5,3,267,3.0,0,2020-2021,UEFA
Anders Dreyer,dk Midtjylland,6,6,491,5.5,1,2020-2021,UEFA
Sebastián Driussi,ru Zenit,5,4,280,3.1,1,2020-2021,UEFA
Hugo Duro,es Real Madrid,1,0,15,0.2,0,2020-2021,UEFA
Lasha Dvali,hu Ferencváros,5,4,365,4.1,0,2020-2021,UEFA
Paulo Dybala,it Juventus,5,2,216,2.4,1,2020-2021,UEFA
Artem Dzyuba,ru Zenit,5,4,346,3.8,1,2020-2021,UEFA
Éder,ru Loko Moscow,3,3,248,2.8,1,2020-2021,UEFA
Ederson,eng Manchester City,12,12,"1,080",12.0,0,2020-2021,UEFA
Jurgen Ekkelenkamp,nl Ajax,4,1,91,1.0,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Nico Elvedi,de M'Gladbach,7,7,618,6.9,1,2020-2021,UEFA
Breel Embolo,de M'Gladbach,7,4,301,3.3,1,2020-2021,UEFA
Youssef En-Nesyri,es Sevilla,8,4,388,4.3,6,2020-2021,UEFA
Alexandru Epureanu,tr Ba?ak?ehir,5,4,405,4.5,0,2020-2021,UEFA
Christian Eriksen,it Inter,4,1,101,1.1,0,2020-2021,UEFA
Aleksandr Erokhin,ru Zenit,5,4,271,3.0,1,2020-2021,UEFA
Gonzalo Escalante,it Lazio,4,1,148,1.6,0,2020-2021,UEFA
Sergio Escudero,es Sevilla,3,3,183,2.0,0,2020-2021,UEFA
Evander,dk Midtjylland,4,1,150,1.7,0,2020-2021,UEFA
Evanilson,pt Porto,5,0,79,0.9,0,2020-2021,UEFA
Fabinho,eng Liverpool,8,7,554,6.2,0,2020-2021,UEFA
Mohamed Fares,it Lazio,6,5,340,3.8,0,2020-2021,UEFA
Ansu Fati,es Barcelona,3,2,160,1.8,1,2020-2021,UEFA
Felipe,es Atlético Madrid,5,4,383,4.3,0,2020-2021,UEFA
Luiz Felipe,it Lazio,4,2,177,2.0,0,2020-2021,UEFA
João Félix,es Atlético Madrid,8,8,705,7.8,3,2020-2021,UEFA
Bruno Fernandes,eng Manchester Utd,6,5,438,4.9,4,2020-2021,UEFA
Matheus Fernandes,es Barcelona,1,0,18,0.2,0,2020-2021,UEFA
Carlos Fernández,es Sevilla,1,0,8,0.1,0,2020-2021,UEFA
Fernandinho,eng Manchester City,7,3,345,3.8,0,2020-2021,UEFA
Fernando,es Sevilla,7,5,491,5.5,0,2020-2021,UEFA
Fernando,ua Shakhtar,2,0,38,0.4,0,2020-2021,UEFA
Roberto Firmino,eng Liverpool,9,3,330,3.7,0,2020-2021,UEFA
Junior Firpo,es Barcelona,6,1,258,2.9,0,2020-2021,UEFA
Alessandro Florenzi,fr Paris S-G,10,10,807,9.0,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Phil Foden,eng Manchester City,13,12,"1,064",11.8,3,2020-2021,UEFA
Emil Forsberg,de RB Leipzig,7,7,461,5.1,1,2020-2021,UEFA
Kostas Fortounis,gr Olympiacos,5,2,287,3.2,0,2020-2021,UEFA
Timothy Fosu-Mensah,eng Manchester Utd,2,0,28,0.3,0,2020-2021,UEFA
Gianluca Frabotta,it Juventus,1,0,15,0.2,0,2020-2021,UEFA
Lassina Franck Traoré,nl Ajax,5,2,198,2.2,1,2020-2021,UEFA
Fred,eng Manchester Utd,4,4,339,3.8,0,2020-2021,UEFA
Remo Freuler,it Atalanta,7,7,522,5.8,0,2020-2021,UEFA
Abraham Frimpong,hu Ferencváros,2,2,180,2.0,0,2020-2021,UEFA
Roberto Gagliardini,it Inter,4,3,254,2.8,0,2020-2021,UEFA
Idrissa Gana Gueye,fr Paris S-G,10,7,488,5.4,0,2020-2021,UEFA
Eric García,eng Manchester City,3,3,207,2.3,0,2020-2021,UEFA
Yuri Gazinskiy,ru Krasnodar,5,4,375,4.2,0,2020-2021,UEFA
Yann Gboho,fr Rennes,4,1,96,1.1,0,2020-2021,UEFA
David de Gea,eng Manchester Utd,5,5,450,5.0,0,2020-2021,UEFA
Valère Germain,fr Marseille,5,2,201,2.2,0,2020-2021,UEFA
Billy Gilmour,eng Chelsea,2,1,96,1.1,0,2020-2021,UEFA
Matthias Ginter,de M'Gladbach,8,8,720,8.0,0,2020-2021,UEFA
Olivier Giroud,eng Chelsea,8,2,259,2.9,6,2020-2021,UEFA
Serge Gnabry,de Bayern Munich,6,3,360,4.0,0,2020-2021,UEFA
Pierluigi Gollini,it Atalanta,3,3,270,3.0,0,2020-2021,UEFA
Eulânio Ângelo Chipela Gomes,pt Porto,4,1,139,1.5,0,2020-2021,UEFA
Joe Gomez,eng Liverpool,3,3,270,3.0,0,2020-2021,UEFA
Papu Gómez,it Atalanta,6,6,449,5.0,1,2020-2021,UEFA
Papu Gómez,es Sevilla,2,1,90,1.0,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Sergi Gómez,es Sevilla,3,3,197,2.2,0,2020-2021,UEFA
Alfred Gomis,fr Rennes,4,4,360,4.0,0,2020-2021,UEFA
Álvaro González,fr Marseille,6,6,540,6.0,0,2020-2021,UEFA
Leon Goretzka,de Bayern Munich,7,7,434,4.8,2,2020-2021,UEFA
Yevgeni Gorodov,ru Krasnodar,2,2,180,2.0,0,2020-2021,UEFA
Robin Gosens,it Atalanta,7,7,563,6.3,1,2020-2021,UEFA
Ryan Gravenberch,nl Ajax,6,6,528,5.9,1,2020-2021,UEFA
Mason Greenwood,eng Manchester Utd,5,2,211,2.3,1,2020-2021,UEFA
Clément Grenier,fr Rennes,5,2,222,2.5,0,2020-2021,UEFA
Antoine Griezmann,es Barcelona,7,6,501,5.6,2,2020-2021,UEFA
Marko Gruji?,pt Porto,8,4,387,4.3,0,2020-2021,UEFA
Nemanja Gudelj,es Sevilla,7,5,497,5.5,0,2020-2021,UEFA
Raphaël Guerreiro,de Dortmund,8,8,666,7.4,1,2020-2021,UEFA
Pape Gueye,fr Marseille,4,2,170,1.9,0,2020-2021,UEFA
Sehrou Guirassy,fr Rennes,4,4,340,3.8,2,2020-2021,UEFA
Péter Gulácsi,de RB Leipzig,8,8,720,8.0,0,2020-2021,UEFA
Fredrik Gulbrandsen,tr Ba?ak?ehir,4,2,204,2.3,0,2020-2021,UEFA
?lkay Gündo?an,eng Manchester City,12,12,973,10.8,3,2020-2021,UEFA
Mert Günok,tr Ba?ak?ehir,6,6,540,6.0,0,2020-2021,UEFA
Erling Haaland,de Dortmund,8,8,703,7.8,10,2020-2021,UEFA
Munir El Haddadi,es Sevilla,6,3,294,3.3,1,2020-2021,UEFA
Amadou Haidara,de RB Leipzig,6,5,426,4.7,1,2020-2021,UEFA
Achraf Hakimi,it Inter,5,4,358,4.0,0,2020-2021,UEFA
Marcel Halstenberg,de RB Leipzig,3,2,184,2.0,0,2020-2021,UEFA
Samir Handanovi?,it Inter,6,6,540,6.0,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Jesper Hansen,dk Midtjylland,4,4,360,4.0,0,2020-2021,UEFA
Denys Harmash,ua Dynamo Kyiv,5,2,157,1.7,0,2020-2021,UEFA
Hans Hateboer,it Atalanta,6,6,530,5.9,0,2020-2021,UEFA
Kai Havertz,eng Chelsea,12,9,785,8.7,1,2020-2021,UEFA
Eden Hazard,es Real Madrid,5,3,274,3.0,1,2020-2021,UEFA
Thorgan Hazard,de Dortmund,7,5,442,4.9,1,2020-2021,UEFA
Hwang Hee-chan,de RB Leipzig,3,0,94,1.0,0,2020-2021,UEFA
Marcel Heister,hu Ferencváros,6,4,384,4.3,0,2020-2021,UEFA
Dean Henderson,eng Manchester Utd,1,1,90,1.0,0,2020-2021,UEFA
Jordan Henderson,eng Liverpool,6,4,364,4.0,0,2020-2021,UEFA
Benjamin Henrichs,de RB Leipzig,3,1,115,1.3,0,2020-2021,UEFA
Dalbert Henrique,fr Rennes,4,3,223,2.5,0,2020-2021,UEFA
Luis Henrique,fr Marseille,3,1,98,1.1,0,2020-2021,UEFA
Mario Hermoso,es Atlético Madrid,6,3,348,3.9,1,2020-2021,UEFA
Lucas Hernández,de Bayern Munich,10,7,696,7.7,1,2020-2021,UEFA
Ander Herrera,fr Paris S-G,10,5,539,6.0,0,2020-2021,UEFA
Héctor Herrera,es Atlético Madrid,5,3,299,3.3,0,2020-2021,UEFA
Patrick Herrmann,de M'Gladbach,4,0,64,0.7,0,2020-2021,UEFA
Marwin Hitz,de Dortmund,6,6,540,6.0,0,2020-2021,UEFA
Wesley Hoedt,it Lazio,7,5,483,5.4,0,2020-2021,UEFA
Jonas Hofmann,de M'Gladbach,5,5,430,4.8,1,2020-2021,UEFA
José Holebas,gr Olympiacos,5,5,429,4.8,0,2020-2021,UEFA
Ethan Horvath,be Club Brugge,1,1,90,1.0,0,2020-2021,UEFA
Callum Hudson-Odoi,eng Chelsea,7,4,338,3.8,2,2020-2021,UEFA
Mats Hummels,de Dortmund,9,9,791,8.8,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Adrien Hunou,fr Rennes,3,1,89,1.0,0,2020-2021,UEFA
Klaas-Jan Huntelaar,nl Ajax,3,0,40,0.4,0,2020-2021,UEFA
Daniel Høegh,dk Midtjylland,1,1,90,1.0,0,2020-2021,UEFA
Mauro Icardi,fr Paris S-G,3,3,241,2.7,0,2020-2021,UEFA
Oussama Idrissi,es Sevilla,3,2,149,1.7,0,2020-2021,UEFA
Odion Ighalo,eng Manchester Utd,1,0,1,0.0,0,2020-2021,UEFA
Vladislav Ignatyev,ru Loko Moscow,5,4,390,4.3,0,2020-2021,UEFA
Josip Ili?i?,it Atalanta,6,2,278,3.1,1,2020-2021,UEFA
Ciro Immobile,it Lazio,5,5,414,4.6,5,2020-2021,UEFA
Nikita Iosifov,ru Loko Moscow,1,0,15,0.2,0,2020-2021,UEFA
Isael,hu Ferencváros,6,4,362,4.0,0,2020-2021,UEFA
Gustav Isaksen,dk Midtjylland,3,0,46,0.5,0,2020-2021,UEFA
Isco,es Real Madrid,3,1,98,1.1,0,2020-2021,UEFA
Daniel James,eng Manchester Utd,2,0,35,0.4,1,2020-2021,UEFA
Manjrekar James,dk Midtjylland,1,1,90,1.0,0,2020-2021,UEFA
Reece James,eng Chelsea,10,6,569,6.3,0,2020-2021,UEFA
Tony Jantschke,de M'Gladbach,3,1,57,0.6,0,2020-2021,UEFA
Gabriel Jesus,eng Manchester City,7,2,270,3.0,2,2020-2021,UEFA
Curtis Jones,eng Liverpool,5,5,405,4.5,1,2020-2021,UEFA
Frenkie de Jong,es Barcelona,7,6,585,6.5,0,2020-2021,UEFA
Luuk de Jong,es Sevilla,6,4,378,4.2,2,2020-2021,UEFA
Joan Jordán,es Sevilla,7,4,404,4.5,0,2020-2021,UEFA
Jorginho,eng Chelsea,12,12,"1,028",11.4,1,2020-2021,UEFA
Diogo Jota,eng Liverpool,9,6,539,6.0,4,2020-2021,UEFA
Luka Jovi?,es Real Madrid,1,1,58,0.6,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Vinicius Júnior,es Real Madrid,12,8,634,7.0,3,2020-2021,UEFA
Zlatko Junuzovi?,at RB Salzburg,6,6,460,5.1,1,2020-2021,UEFA
Sory Kaba,dk Midtjylland,6,6,457,5.1,0,2020-2021,UEFA
Ozan Kabak,eng Liverpool,4,4,319,3.5,0,2020-2021,UEFA
?rfan Kahveci,tr Ba?ak?ehir,6,6,486,5.4,3,2020-2021,UEFA
François Kamano,ru Loko Moscow,4,2,179,2.0,0,2020-2021,UEFA
Boubacar Kamara,fr Marseille,5,5,385,4.3,0,2020-2021,UEFA
Ruslan Kambolov,ru Krasnodar,2,0,15,0.2,0,2020-2021,UEFA
Kevin Kampl,de RB Leipzig,7,6,368,4.1,0,2020-2021,UEFA
N'Golo Kanté,eng Chelsea,13,7,714,7.9,0,2020-2021,UEFA
Emre Kaplan,tr Ba?ak?ehir,1,0,11,0.1,0,2020-2021,UEFA
Oleksandr Karavayev,ua Dynamo Kyiv,4,3,225,2.5,0,2020-2021,UEFA
Vyacheslav Karavayev,ru Zenit,4,3,282,3.1,0,2020-2021,UEFA
Moise Kean,fr Paris S-G,9,4,441,4.9,3,2020-2021,UEFA
Tomasz K?dziora,ua Dynamo Kyiv,6,6,540,6.0,0,2020-2021,UEFA
Thilo Kehrer,fr Paris S-G,5,0,74,0.8,0,2020-2021,UEFA
Naby Keïta,eng Liverpool,4,2,146,1.6,0,2020-2021,UEFA
Caoimhín Kelleher,eng Liverpool,2,2,180,2.0,0,2020-2021,UEFA
Mikhail Kerzhakov,ru Zenit,6,6,540,6.0,0,2020-2021,UEFA
Ihor Kharatin,hu Ferencváros,5,4,327,3.6,1,2020-2021,UEFA
Davit Khocholava,ua Shakhtar,4,3,296,3.3,0,2020-2021,UEFA
Joshua Kimmich,de Bayern Munich,7,7,616,6.8,1,2020-2021,UEFA
Presnel Kimpembe,fr Paris S-G,11,11,978,10.9,0,2020-2021,UEFA
Davy Klaassen,nl Ajax,6,5,453,5.0,0,2020-2021,UEFA
Sean Klaiber,nl Ajax,3,0,58,0.6,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Lukas Klostermann,de RB Leipzig,2,2,180,2.0,0,2020-2021,UEFA
Justin Kluivert,de RB Leipzig,7,0,149,1.7,1,2020-2021,UEFA
Ansgar Knauff,de Dortmund,3,2,137,1.5,0,2020-2021,UEFA
Sekou Koita,at RB Salzburg,6,5,407,4.5,0,2020-2021,UEFA
Koka,gr Olympiacos,3,0,29,0.3,1,2020-2021,UEFA
Koke,es Atlético Madrid,8,7,663,7.4,0,2020-2021,UEFA
Aleksandar Kolarov,it Inter,1,1,90,1.0,0,2020-2021,UEFA
Ibrahima Konaté,de RB Leipzig,6,5,476,5.3,0,2020-2021,UEFA
Viktor Korniienko,ua Shakhtar,3,3,270,3.0,0,2020-2021,UEFA
Odilon Kossonou,be Club Brugge,5,5,450,5.0,0,2020-2021,UEFA
Billy Koumetio,eng Liverpool,1,0,45,0.5,0,2020-2021,UEFA
Jules Koundé,es Sevilla,7,6,515,5.7,1,2020-2021,UEFA
Adnan Kova?evi?,hu Ferencváros,2,2,175,1.9,0,2020-2021,UEFA
Mateo Kova?i?,eng Chelsea,10,7,600,6.7,0,2020-2021,UEFA
Viktor Kovalenko,ua Shakhtar,3,2,219,2.4,0,2020-2021,UEFA
Bozhidar Kraev,dk Midtjylland,4,0,52,0.6,0,2020-2021,UEFA
Christoph Kramer,de M'Gladbach,7,7,624,6.9,0,2020-2021,UEFA
Michal Krmen?ík,be Club Brugge,3,1,74,0.8,0,2020-2021,UEFA
Toni Kroos,es Real Madrid,12,11,959,10.7,0,2020-2021,UEFA
Danil Krugovoy,ru Zenit,4,1,160,1.8,0,2020-2021,UEFA
Grzegorz Krychowiak,ru Loko Moscow,4,4,360,4.0,0,2020-2021,UEFA
Serhiy Kryvtsov,ua Shakhtar,1,1,90,1.0,0,2020-2021,UEFA
Daniil Kulikov,ru Loko Moscow,4,4,358,4.0,0,2020-2021,UEFA
Dejan Kulusevski,it Juventus,6,3,268,3.0,0,2020-2021,UEFA
Layvin Kurzawa,fr Paris S-G,5,5,378,4.2,0,2020-2021,UEFA
,,,,,,,2020-2021,UEFA
Daler Kuzyaev,ru Zenit,6,6,443,4.9,0,2020-2021,UEFA
Zakaria Labyad,nl Ajax,5,2,183,2.0,0,2020-2021,UEFA
Aïssa Laïdouni,hu Ferencváros,5,2,221,2.5,0,2020-2021,UEFA
Stefan Lainer,de M'Gladbach,8,8,683,7.6,0,2020-2021,UEFA
Sam Lammers,it Atalanta,1,0,10,0.1,0,2020-2021,UEFA
Michael Lang,de M'Gladbach,1,0,9,0.1,0,2020-2021,UEFA
Noa Lang,be Club Brugge,6,4,297,3.3,1,2020-2021,UEFA
Aymeric Laporte,eng Manchester City,4,3,277,3.1,0,2020-2021,UEFA
Valentino Lazaro,de M'Gladbach,5,2,247,2.7,0,2020-2021,UEFA
Manuel Lazzari,it Lazio,5,4,324,3.6,0,2020-2021,UEFA
James Lea Siliki,fr Rennes,4,3,213,2.4,0,2020-2021,UEFA
